transaction_id,user_id,amount,currency,merchant_id,merchant_category,country,ip_address,device_id,device_type,session_id,channel,timestamp,label
33c33fe1-8eed-42f2-af1f-8d59bbb0f39d,user_0127,28.08,USD,merch_0018,gambling,BR,141.214.204.3,dev_bfd76afd,tablet,ae2876fb-0c9d-47,online,1777050645.0538206,0
9c57e78b-fea0-4102-8f70-8686c9380e42,user_0010,144.14,USD,merch_0012,electronics,US,26.51.227.43,dev_df469f76,tablet,17532479-ccda-44,online,1777286207.6092613,0
8322326c-1aa5-4039-9ed1-bad47e7908f2,user_0075,383.18,USD,merch_0009,entertainment,CA,41.147.38.137,dev_5e363169,desktop,76b615cb-de98-49,pos,1777072574.9125524,0
63a708b3-f283-4300-811d-a7d9ed0bdb40,user_0110,49.09,USD,merch_0075,restaurant,CA,2.169.238.182,dev_2420b9d1,desktop,4a13382e-c39b-42,online,1777221063.1451585,0
b746cadd-7628-4a28-9501-990d656b93c9,user_0125,4.26,USD,merch_0007,restaurant,US,79.145.110.47,dev_e033e56a,unknown,35edce1e-9294-42,online,1777240039.0399866,0
ebd1e412-79a6-449e-80a6-2f998fff3213,user_0035,76.59,USD,merch_0077,electronics,GB,19.177.250.172,dev_6bd07c3b,mobile,2b6d024c-ac99-45,mobile_app,1776778419.2969565,0
3c8aaed4-8163-4e3c-82c0-cc0d5b7dfe9f,user_0060,114.91,USD,merch_0054,retail,CN,46.18.203.202,dev_b9b1bd03,unknown,0fe8db85-ab7b-42,mobile_app,1776747561.9798167,0
aeccb132-04bf-407e-91cd-09125380b0d2,user_0136,376.3,USD,merch_0052,healthcare,DE,62.150.60.87,dev_088880e7,tablet,028c25fe-86b7-4d,online,1776712770.6570568,0
fd09807a-0b89-467a-b033-18f3c59096e9,user_0054,252.23,USD,merch_0073,entertainment,NG,140.120.88.170,dev_aaf46f04,mobile,3ff96fea-a598-4f,atm,1777244880.4878647,0
ef6934d1-112a-47ce-a511-87b5b2ce6f53,user_0037,11.11,USD,merch_0037,electronics,US,120.155.206.242,dev_f604e802,tablet,6d1c60f5-eef0-49,atm,1777049266.3862164,0
d1883ed0-38c6-44fc-a3c3-f96453bfa17c,user_0192,208.98,USD,merch_0065,grocery,AU,9.148.215.55,dev_5852f3fc,desktop,48bd4216-6a5e-4b,atm,1776980422.5913076,0
6454a1f8-21de-4c49-868c-42fc7757fad3,user_0034,4896.63,USD,merch_0030,crypto,NG,195.244.237.26,dev_new_342041,mobile,a34dfcf1-4719-4b,pos,1776836221.2449076,1
e4277f43-9465-4c34-bfdf-a54878467273,user_0054,761.41,USD,merch_0027,healthcare,DE,129.137.46.132,dev_9932534a,desktop,95e3fffd-84fa-47,pos,1777182022.4215887,0
b7ea8b34-ed88-4d86-9ff3-8440a2bc60fc,user_0037,100.68,USD,merch_0032,crypto,US,34.7.88.162,dev_fd1e1c77,mobile,2a95cb13-3b0a-4e,pos,1776817639.8723445,0
035c0d46-da8a-4965-bf23-392e7c5d51e3,user_0141,88.57,USD,merch_0034,crypto,US,216.141.248.161,dev_9a1c988d,desktop,da81854c-dc22-45,pos,1777047988.0021148,0
7a18d6de-a90e-4795-a6b4-4d0ee5d05651,user_0065,274.41,USD,merch_0075,healthcare,DE,73.23.82.190,dev_c71e4480,mobile,e6d3f376-bbb8-4d,pos,1777259763.2626796,0
820833b2-927d-49c8-9e85-0481ed522b10,user_0195,104.43,USD,merch_0023,electronics,CN,71.101.209.45,dev_28b09ff3,mobile,fa293490-d0c8-4c,pos,1777148451.0503566,0
e335ac3d-a349-4be1-817b-3c09589236ee,user_0011,56.88,USD,merch_0070,gambling,CA,10.97.146.92,dev_8ad5be88,mobile,2c6581a0-3848-49,pos,1777148781.5447443,0
fbba7be2-4ba8-4fa9-8a70-8778f1f8863e,user_0003,263.17,USD,merch_0058,restaurant,AU,140.226.176.228,dev_22a7f8be,unknown,09f60912-6d58-4d,mobile_app,1776781209.4691403,0
102658d3-74b6-40cc-adfe-0744dc80852b,user_0078,3910.14,USD,merch_0046,wire_transfer,CN,81.230.157.109,dev_new_1c88ae,unknown,5910f4b0-19b5-44,atm,1777310592.2540216,1
fcf062e7-6af2-45cd-8cd8-382125eb68c2,user_0056,134.32,USD,merch_0055,electronics,FR,64.126.167.112,dev_98081b85,desktop,644bf306-7f57-4f,mobile_app,1776761384.099528,0
b9565049-1d82-4b33-a75d-8535b2c45be6,user_0022,55.57,USD,merch_0068,healthcare,DE,10.216.185.5,dev_088880e7,tablet,08955bcc-37b6-4e,pos,1777204999.9321408,0
a23070e0-ae47-4b72-b836-74b44d9364e6,user_0161,137.31,USD,merch_0070,retail,BR,87.43.103.36,dev_f5e2ddd7,unknown,bf81ab38-7755-4f,atm,1776820829.7748687,0
4529d720-c81a-4674-b401-5e1a65bcb5d1,user_0103,383.33,USD,merch_0036,restaurant,CA,27.159.84.204,dev_9a7614d8,desktop,1e3122a1-3364-4f,atm,1777051859.294061,0
a63d7cb5-fd5a-4e9b-a915-f48e8ecb12c9,user_0172,297.77,USD,merch_0079,healthcare,AU,30.178.180.217,dev_639addb3,unknown,bd389a95-366c-4a,mobile_app,1776821874.053321,0
5252f201-f2d1-425e-9c38-550132d9ce55,user_0169,125.65,USD,merch_0044,retail,NG,124.2.81.134,dev_fc9ec27d,tablet,e8a09086-e641-43,online,1777197390.1478157,0
d1f39fb1-aefc-40ae-9f3b-19f746d98b70,user_0141,254.55,USD,merch_0064,retail,GB,10.18.177.252,dev_e69b0651,mobile,583c8352-8e43-47,atm,1776952263.2765632,0
f1b4b695-fd29-42f1-913a-8c2456a12b90,user_0123,252.83,USD,merch_0019,entertainment,US,10.65.93.197,dev_55978aee,unknown,70799d13-e96b-40,pos,1777120900.776421,0
20488ab1-c51f-4d67-a85b-9474ccb18b88,user_0079,60.47,USD,merch_0070,travel,US,161.63.10.212,dev_f049c7ca,mobile,91459c3d-66b3-41,online,1776984623.4176629,0
fdd651b5-1175-49b6-8b61-d57d90da35e1,user_0062,126.83,USD,merch_0047,grocery,US,10.10.199.224,dev_f73bf957,unknown,30870b43-ce19-43,online,1776929569.2533925,0
5d002445-4fd4-4e4e-b425-2f4d9546f553,user_0033,104.66,USD,merch_0057,healthcare,NG,10.233.7.185,dev_44863ea1,desktop,637d2a04-7a5e-4f,atm,1776787282.6860075,0
d4cc982b-0aca-4cf9-8cc7-0da408e761c1,user_0162,74.69,USD,merch_0038,gambling,GB,10.57.147.108,dev_47fb24e5,unknown,912600ca-0965-40,pos,1777164397.7063696,0
4b9b0a59-c994-4c3b-9ab2-2cd29eeb6722,user_0036,745.94,USD,merch_0011,grocery,CN,57.38.167.41,dev_8f6a3dc8,tablet,ad76e3b8-7aea-40,pos,1777039767.9006674,0
9d4bc9ef-48e9-4bcf-92d3-2eebc23a15e5,user_0112,80.81,USD,merch_0049,travel,US,10.21.163.139,dev_b88ee2da,desktop,92a4bca2-8359-4b,pos,1777010170.4590256,0
92c325d0-e667-41b2-ad23-de3521762612,user_0133,237.42,USD,merch_0019,retail,GB,184.35.43.87,dev_5852f3fc,tablet,732bca28-8913-43,atm,1776720142.666768,0
a5eb76bd-3a82-43f4-85a7-f636a7389f52,user_0174,153.83,USD,merch_0002,gambling,US,41.240.253.223,dev_0590c56a,desktop,5c8125be-27ad-48,online,1776859558.0866172,0
1e506980-a2fe-40b9-a133-7e50e9cd40ef,user_0196,371.55,USD,merch_0074,entertainment,CA,135.216.244.241,dev_2a20a33c,mobile,c61f19df-c36f-4f,pos,1777075902.9573138,0
5ee94131-3583-46eb-9e51-79fa94c7b2f5,user_0045,215.78,USD,merch_0076,grocery,BR,10.134.110.11,dev_1a1a2ecc,mobile,951eb846-5e58-42,atm,1777007624.8563838,0
e0e89ef7-6873-48c9-8f22-4e3b420db340,user_0098,48.85,USD,merch_0048,healthcare,RU,172.136.36.156,dev_2420b9d1,desktop,38d7abed-31e7-41,mobile_app,1777215197.1176293,0
5f6ecdcb-403d-4700-80f1-f244752cac74,user_0053,28.1,USD,merch_0015,grocery,CA,102.241.250.230,dev_9e2f8a38,tablet,26f05da8-b376-40,online,1776925822.1623874,0
76c9e4d6-43b1-4e6b-bcb2-99fa3a717d5d,user_0090,10.49,USD,merch_0074,entertainment,US,116.172.193.122,dev_47fb24e5,desktop,4442fae2-7bc0-40,mobile_app,1777008741.7739544,0
ffeee650-76d6-492d-8d5a-3f8142ea1dfc,user_0136,52.41,USD,merch_0015,entertainment,AU,167.110.220.116,dev_44863ea1,desktop,52097e15-b818-48,atm,1777109037.104498,0
3161e344-8967-49c4-959f-317ca4d94197,user_0142,409.45,USD,merch_0020,entertainment,NG,59.194.125.128,dev_d546e7bf,tablet,3df6f350-84b3-42,pos,1776852342.4426377,0
0ec1045f-7810-4d93-a97f-2d51675442bd,user_0024,6.73,USD,merch_0048,gambling,US,192.43.48.130,dev_1de5946e,desktop,b1c0fff7-550c-40,atm,1777268765.4731505,0
ebe713b6-db1d-426b-ac4a-6e2689c22562,user_0037,53.44,USD,merch_0028,restaurant,US,72.65.216.20,dev_2e137052,tablet,aa8ab30b-a5a5-4b,pos,1777083121.016349,0
e08aef15-6889-4d44-a5a0-bb4a6a998427,user_0040,57.05,USD,merch_0004,entertainment,BR,64.39.138.32,dev_423fe9d1,mobile,2130c71b-8815-45,atm,1777274130.738893,0
e12bf23a-0cba-46d8-9238-cafbc14992d8,user_0189,170.17,USD,merch_0070,grocery,GB,215.109.23.152,dev_4186ee40,desktop,49ec1f47-a1c7-44,pos,1777275786.3568068,0
f97a149d-b248-434f-a32f-421fafc14965,user_0088,341.21,USD,merch_0049,restaurant,RU,174.116.213.62,dev_7865b2dd,desktop,13266851-4e69-46,atm,1776727042.0709538,0
4c395c3c-bf4c-4d49-8067-348d4936a734,user_0028,103.3,USD,merch_0067,travel,NG,92.209.151.42,dev_0fc621a0,mobile,3de2e4dc-4ba5-47,atm,1776763439.2628279,0
bb58ebff-df78-4243-b146-4b767c37b8f8,user_0022,338.91,USD,merch_0055,restaurant,NG,154.92.217.39,dev_1b9b2256,tablet,e5145461-61f7-4a,pos,1777103319.2988362,0
838ecdde-c9c4-4514-9768-25591ae10e93,user_0058,23.27,USD,merch_0051,electronics,NG,171.169.166.117,dev_da6fcc20,unknown,98f87aff-3480-49,online,1777274490.081576,0
4dbcdc66-8c8d-42dd-a904-21a3a02a19cf,user_0191,87.81,USD,merch_0078,electronics,GB,49.226.108.234,dev_b751d87e,unknown,e095331c-e3b5-40,atm,1776854681.4057899,0
a02a5c3e-41bc-475e-a1e2-52acaf54b557,user_0164,105.77,USD,merch_0047,restaurant,CN,62.164.32.169,dev_1a1a2ecc,unknown,803faef8-6555-42,mobile_app,1776997065.5566251,0
26a863db-01cf-4195-99b4-a9a53100f1a9,user_0069,53.74,USD,merch_0022,restaurant,FR,108.153.247.201,dev_b769e110,mobile,049e5a6b-b376-4e,pos,1777161794.9478621,0
1dd8f54d-8f96-4130-963e-5193cc0f6c48,user_0021,159.08,USD,merch_0052,retail,RU,142.243.28.164,dev_92bdfd5c,mobile,fb3cfdf0-eeec-44,mobile_app,1777264014.3822477,0
cd80b92b-4d66-4e5c-b594-c97904d2d60a,user_0187,6.47,USD,merch_0033,gambling,AU,77.101.184.228,dev_c513b817,mobile,613b110b-3301-45,mobile_app,1776725386.8009467,0
ffe33076-0ac8-465b-8953-2b8225fb54d9,user_0034,62.1,USD,merch_0050,entertainment,GB,157.38.78.146,dev_994bbace,unknown,905dc053-fc1e-4f,online,1776827324.4068613,0
3e63e244-caa8-4876-b1dc-169576ee0ef8,user_0077,58.47,USD,merch_0071,grocery,DE,10.241.68.32,dev_e1dec121,tablet,1d4bafff-eabc-44,pos,1776995261.4603753,0
62c46251-c6b7-4955-8016-512c30c8c283,user_0033,152.15,USD,merch_0062,healthcare,CA,114.95.124.36,dev_e033e56a,mobile,d7a95363-3b68-45,online,1777236801.639616,0
6a981f35-2cf1-43ad-bb75-6d7908f2575c,user_0194,256.83,USD,merch_0052,restaurant,US,122.119.194.175,dev_bf00b76d,unknown,f66eda64-9b32-4a,atm,1777155187.2625587,0
9b34be9b-fc6f-48e3-9962-26ec588e0aa2,user_0185,348.78,USD,merch_0016,entertainment,FR,20.53.166.105,dev_2e137052,unknown,c88d2bae-62e4-45,mobile_app,1777161149.7076657,0
8c1127b9-3c7e-4853-b74f-56c980c43399,user_0158,258.55,USD,merch_0057,crypto,BR,10.119.102.176,dev_7b0e006f,tablet,ba111855-6f8c-42,mobile_app,1776855745.5614069,0
10f9ef8d-70a1-49b0-88cf-fdaa185f59de,user_0130,16.89,USD,merch_0044,gambling,US,206.131.128.178,dev_d546e7bf,unknown,5bc3034d-a5a3-4b,atm,1776973418.5805795,0
e81ee521-830a-491d-a32b-0dedf9caf68b,user_0045,29.06,USD,merch_0076,healthcare,NG,10.180.72.145,dev_5e363169,desktop,f4b86fbd-160b-47,atm,1776986145.9912758,0
a6976f31-90ae-4b61-8af1-9d24c5941aab,user_0022,122.63,USD,merch_0017,entertainment,US,62.46.8.123,dev_443808de,tablet,c4b2a8b2-0172-45,mobile_app,1776888664.4004116,0
d5e89e1a-8257-43e6-a9e7-01dee7b2fc22,user_0038,72.58,USD,merch_0009,gambling,NG,203.212.174.240,dev_507a339f,tablet,f13a7b85-bc89-45,online,1777142961.9299386,0
11994b17-5777-40d8-8fa4-1410b939030b,user_0101,36.42,USD,merch_0014,travel,BR,12.63.230.118,dev_00c21b9f,desktop,7b80f75d-4250-4e,atm,1777311399.554143,0
53f792cf-111a-42af-9156-3625e57498ea,user_0173,7.77,USD,merch_0055,retail,DE,181.228.182.80,dev_7865b2dd,tablet,ad44bdd1-5859-42,mobile_app,1776882861.8292553,0
